Category,Retailer,Week,Year,Date,Ordered (Units),Dispatched (Units),Order ($),Dispatched ($),Inventory Total(Units)
Other SVG Personal Care,HEB,4,2020,1/27/2020,2810,2810,11499.87,11499.87,0
Other SVG Personal Care,HEB,5,2020,2/3/2020,2280,1920,8496.4,5482.33,0
Other SVG Personal Care,HEB,6,2020,2/10/2020,3159,2799,16844.73,13829.14,0
Other SVG Personal Care,HEB,7,2020,2/17/2020,3398,3398,12364.05,12364.05,0
Other SVG Personal Care,HEB,8,2020,2/24/2020,2664,2304,9976.8,6960.57,0
Other SVG Personal Care,HEB,9,2020,3/2/2020,6763,3304,88634.06,35915.18,0
Other SVG Personal Care,HEB,10,2020,3/9/2020,5283,5283,28828.41,28828.41,0
Other SVG Personal Care,HEB,11,2020,3/16/2020,9586,8466,25391.17,23258.46,0
Other SVG Personal Care,HEB,12,2020,3/23/2020,4591,3372,14585.69,11398.954,0
Other SVG Personal Care,HEB,13,2020,3/30/2020,12916,12502,36461.68,33373.16,0
Other SVG Personal Care,HEB,14,2020,4/6/2020,3709,3152,44447.1,36536.236,0
Other SVG Personal Care,HEB,15,2020,4/13/2020,1057,903,7062.94,5811.522,0
Other SVG Personal Care,HEB,16,2020,4/20/2020,1208,1069,11519.19,8666.781,0
Other SVG Personal Care,HEB,17,2020,4/27/2020,,,,,0
Other SVG Personal Care,HEB,18,2020,5/4/2020,2064,0,6243.26,0,0
Other SVG Personal Care,HEB,19,2020,5/11/2020,,,,,0
Other SVG Personal Care,HEB,20,2020,5/18/2020,2240,1792,4266.99,3413.592,0
Other SVG Personal Care,HEB,21,2020,5/25/2020,7232,1664,17777.45,3160.54,0
Other SVG Personal Care,HEB,22,2020,6/1/2020,9280,0,19304,0,0
Other SVG Personal Care,HEB,23,2020,6/8/2020,8300,44,17794.78,586.34,0
Other SVG Personal Care,HEB,24,2020,6/15/2020,14238,950,29812.17,2884.791,0
Other SVG Personal Care,HEB,25,2020,6/22/2020,11792,1616,24896.79,3964.41,
Other SVG Personal Care,HEB,26,2020,6/29/2020,1744,80,4142.45,669.3,
Other SVG Personal Care,Kroger,1,2020,1/6/2020,9756,9756,31175.56,31175.56,130148
Other SVG Personal Care,Kroger,2,2020,1/13/2020,11412,11412,39699.21,39699.21,131007
Other SVG Personal Care,Kroger,3,2020,1/20/2020,20094,20070,67000.24,66934.361,132628
Other SVG Personal Care,Kroger,4,2020,1/27/2020,13062,12486,43592.47,42028.64,132991
Other SVG Personal Care,Kroger,5,2020,2/3/2020,13654,13054,47222.25,45524.933,135973
Other SVG Personal Care,Kroger,6,2020,2/10/2020,17016,17016,57378.1,57378.1,135165
Other SVG Personal Care,Kroger,7,2020,2/17/2020,7620,7224,26249.34,24406.826,128861
Other SVG Personal Care,Kroger,8,2020,2/24/2020,15966,14874,47444.42,43072.325,123162
Other SVG Personal Care,Kroger,9,2020,3/2/2020,22120,22120,67313.52,67313.52,117450
Other SVG Personal Care,Kroger,10,2020,3/9/2020,31946,31940,104253.39,104214.458,116599
Other SVG Personal Care,Kroger,11,2020,3/16/2020,24492,24492,73317.52,73317.52,110452
Other SVG Personal Care,Kroger,12,2020,3/23/2020,17952,16914,59010.97,54677.265,86475
Other SVG Personal Care,Kroger,13,2020,3/30/2020,46230,26766,142795.84,94988.209,94625
Other SVG Personal Care,Kroger,14,2020,4/6/2020,30732,20160,97374.61,68383.15,98762
Other SVG Personal Care,Kroger,15,2020,4/13/2020,37860,17574,114299.46,63142.254,113757
Other SVG Personal Care,Kroger,16,2020,4/20/2020,24552,20334,79522.88,63118.307,122004
Other SVG Personal Care,Kroger,17,2020,4/27/2020,19944,12288,72764.66,52896.92,130783
Other SVG Personal Care,Kroger,18,2020,5/4/2020,11220,6426,31901.28,21367.326,124670
Other SVG Personal Care,Kroger,19,2020,5/11/2020,27744,12816,62208.27,31529.691,117265
Other SVG Personal Care,Kroger,20,2020,5/18/2020,25696,22000,64000.08,56409.179,137316
Other SVG Personal Care,Kroger,21,2020,5/25/2020,10836,10806,29318.46,29227.713,142932
Other SVG Personal Care,Kroger,22,2020,6/1/2020,8208,7056,24082.94,21716.95,144222
Other SVG Personal Care,Kroger,23,2020,6/8/2020,4248,4248,15566.89,15566.89,132456
Other SVG Personal Care,Kroger,24,2020,6/15/2020,5748,5748,17833.94,17833.94,129137
Other SVG Personal Care,Kroger,25,2020,6/22/2020,3996,3420,11724.37,10541.38,
Other SVG Personal Care,Kroger,26,2020,6/29/2020,4224,4224,14135.28,14135.28,
Other SVG Personal Care,Meijer,1,2020,1/6/2020,1200,1176,4766.29,4715.306,62994
Other SVG Personal Care,Meijer,2,2020,1/13/2020,5070,3830,15350.92,12374.48,60231
Other SVG Personal Care,Meijer,3,2020,1/20/2020,1907,1795,8757.35,8520.39,57177
Other SVG Personal Care,Meijer,4,2020,1/27/2020,5435,5127,25554.53,24892.73,56417
Other SVG Personal Care,Meijer,5,2020,2/3/2020,5604,5324,26090.4,25264.31,58928
Other SVG Personal Care,Meijer,6,2020,2/10/2020,7721,6981,33063.17,31607.681,54957
Other SVG Personal Care,Meijer,7,2020,2/17/2020,4743,4371,21399.46,20255.033,25332
Other SVG Personal Care,Meijer,8,2020,2/24/2020,6722,6182,30956.6,27730.35,54129
Other SVG Personal Care,Meijer,9,2020,3/2/2020,5733,5401,29424.87,28645.57,52511
Other SVG Personal Care,Meijer,10,2020,3/9/2020,2098,2098,7124.15,7124.15,49153
Other SVG Personal Care,Meijer,11,2020,3/16/2020,20113,16090,67792.64,54233.93,36890
Other SVG Personal Care,Meijer,12,2020,3/23/2020,204121,54208,515408.57,135399.706,31804
Other SVG Personal Care,Meijer,13,2020,3/30/2020,64903,53438,199175.11,170129.313,115821
Other SVG Personal Care,Meijer,14,2020,4/6/2020,45834,38923,98186.48,80747.106,143580
Other SVG Personal Care,Meijer,15,2020,4/13/2020,15542,4762,46772.4,23552.639,137779
Other SVG Personal Care,Meijer,16,2020,4/20/2020,6095,2007,16564.2,7759.579,124649
Other SVG Personal Care,Meijer,17,2020,4/27/2020,9685,1365,21929.63,4328.16,112109
Other SVG Personal Care,Meijer,18,2020,5/4/2020,28365,2709,61786.58,7042.342,102412
Other SVG Personal Care,Meijer,19,2020,5/11/2020,11976,3416,26448.71,8339.529,94741
Other SVG Personal Care,Meijer,20,2020,5/18/2020,18164,4580,41830.33,12157.704,86777
Other SVG Personal Care,Meijer,21,2020,5/25/2020,16816,5304,44688.43,18495.601,83974
Other SVG Personal Care,Meijer,22,2020,6/1/2020,15466,4028,47572.46,19856.758,77577
Other SVG Personal Care,Meijer,23,2020,6/8/2020,21551,1605,68256.21,18436.157,71805
Other SVG Personal Care,Meijer,24,2020,6/15/2020,26963,6653,96235.41,42160.495,73098
Other SVG Personal Care,Meijer,25,2020,6/22/2020,35323,6865,112666.28,42932.49,
Other SVG Personal Care,Meijer,26,2020,6/29/2020,16893,6176,44642.96,18503.49,
Other SVG Personal Care,Other,1,2020,1/6/2020,30086,27056,167237.06,147326.67,
Other SVG Personal Care,Other,2,2020,1/13/2020,174369,153949,1339120.25,1087077.342,
Other SVG Personal Care,Other,3,2020,1/20/2020,168873,140664,1115056.65,898202.569,
Other SVG Personal Care,Other,4,2020,1/27/2020,174231,144396,993289.39,806078.074,
Other SVG Personal Care,Other,5,2020,2/3/2020,231929,209900,1161353.18,1003691.472,
Other SVG Personal Care,Other,6,2020,2/10/2020,199690,160753,1353109.2,1108617.302,
Other SVG Personal Care,Other,7,2020,2/17/2020,163501,133798,1135290.31,959630.01,
Other SVG Personal Care,Other,8,2020,2/24/2020,146723,110310,1025983.17,840423.648,
Other SVG Personal Care,Other,9,2020,3/2/2020,204329,194406,1134077,1063896.091,
Other SVG Personal Care,Other,10,2020,3/9/2020,165650,129032,1156150.93,828997.098,
Other SVG Personal Care,Other,11,2020,3/16/2020,377810,246696,2467516.37,1763208.576,
Other SVG Personal Care,Other,12,2020,3/23/2020,720049,373202,4400751.98,1960763.109,
Other SVG Personal Care,Other,13,2020,3/30/2020,1393526,270589,9059457.5,1500873.463,
Other SVG Personal Care,Other,14,2020,4/6/2020,1115474,294373,6217674.88,2103518.011,
Other SVG Personal Care,Other,15,2020,4/13/2020,1677047,259236,9203436.71,1623657.81,
Other SVG Personal Care,Other,16,2020,4/20/2020,1329355,218958,6667721.64,1532050.634,
Other SVG Personal Care,Other,17,2020,4/27/2020,812376,185774,4929680.15,1031194.992,
Other SVG Personal Care,Other,18,2020,5/4/2020,624851,93413,4086948.27,699096.845,
Other SVG Personal Care,Other,19,2020,5/11/2020,598723,176568,3604076.12,904974.271,
Other SVG Personal Care,Other,20,2020,5/18/2020,769180,190753,4924134.39,1197797.935,
Other SVG Personal Care,Other,21,2020,5/25/2020,736701,114897,5137916.92,789196.015,
Other SVG Personal Care,Other,22,2020,6/1/2020,773233,106199,4695597.32,1351106.616,
Other SVG Personal Care,Other,23,2020,6/8/2020,636616,51375,2998929.6,435030.563,
Other SVG Personal Care,Other,24,2020,6/15/2020,679047,47421,3323361.25,530584.413,
Other SVG Personal Care,Other,25,2020,6/22/2020,705345,106059,3414250.01,897076.459,
Other SVG Personal Care,Other,26,2020,6/29/2020,421700,107626,1736189.34,565370.477,
Other SVG Personal Care,Target,1,2020,1/6/2020,41549,33277,261794.87,228241.73,275121
Other SVG Personal Care,Target,2,2020,1/13/2020,71796,56330,493261.74,401508.215,274159
Other SVG Personal Care,Target,3,2020,1/20/2020,78633,62871,549956.43,443230.988,251993
Other SVG Personal Care,Target,4,2020,1/27/2020,80842,61405,568409.06,438634.635,260698
Other SVG Personal Care,Target,5,2020,2/3/2020,153175,134975,912964.91,809522.501,309959
Other SVG Personal Care,Target,6,2020,2/10/2020,64454,51311,463582.11,369754.068,333520
Other SVG Personal Care,Target,7,2020,2/17/2020,60409,47811,433183.47,343458.437,319851
Other SVG Personal Care,Target,8,2020,2/24/2020,79715,69571,552796.58,498037.197,323757
Other SVG Personal Care,Target,9,2020,3/2/2020,61295,56685,425703.42,395136.201,302916
Other SVG Personal Care,Target,10,2020,3/9/2020,98953,92799,673111.54,611466.623,261257
Other SVG Personal Care,Target,11,2020,3/16/2020,185238,150528,1139069,912023.628,206418
Other SVG Personal Care,Target,12,2020,3/23/2020,350150,48753,2022328.09,408540.685,201562
Other SVG Personal Care,Target,13,2020,3/30/2020,577910,86143,3499606.67,833399.383,243283
Other SVG Personal Care,Target,14,2020,4/6/2020,263919,62318,1316767.86,392255.58,261417
Other SVG Personal Care,Target,15,2020,4/13/2020,274562,87255,1699461.2,488349.442,269353
Other SVG Personal Care,Target,16,2020,4/20/2020,242794,86920,1596214.06,396691.663,315722
Other SVG Personal Care,Target,17,2020,4/27/2020,292145,41574,2244747.85,315942.394,317287
Other SVG Personal Care,Target,18,2020,5/4/2020,342671,27041,2321379.69,275072.798,295166
Other SVG Personal Care,Target,19,2020,5/11/2020,435178,133003,2280656.83,365742.763,301852
Other SVG Personal Care,Target,20,2020,5/18/2020,161028,55493,953111.2,311748.731,294785
Other SVG Personal Care,Target,21,2020,5/25/2020,62031,28076,509111.57,230977.674,263010
Other SVG Personal Care,Target,22,2020,6/1/2020,107118,27853,715007.34,337474.477,236487
Other SVG Personal Care,Target,23,2020,6/8/2020,29783,18965,346876.98,233876.991,225844
Other SVG Personal Care,Target,24,2020,6/15/2020,25453,20559,300745.27,238917.886,205471
Other SVG Personal Care,Target,25,2020,6/22/2020,28501,24651,322620.03,260424.91,
Other SVG Personal Care,Target,26,2020,6/29/2020,29864,27768,327108.78,308147.558,
Other SVG Personal Care,Walgreens,1,2020,1/6/2020,978,590,4795.24,1657.77,20676
Other SVG Personal Care,Walgreens,2,2020,1/13/2020,1264,1264,3258.04,3258.04,20260
Other SVG Personal Care,Walgreens,3,2020,1/20/2020,1626,1620,4191.17,4118.96,20305
Other SVG Personal Care,Walgreens,4,2020,1/27/2020,1458,1266,4047.21,3292.08,19779
Other SVG Personal Care,Walgreens,5,2020,2/3/2020,2414,2414,8451.51,8451.51,18505
Other SVG Personal Care,Walgreens,6,2020,2/10/2020,2599,2983,6797.78,6797.78,17898
Other SVG Personal Care,Walgreens,7,2020,2/17/2020,1086,1086,2975.94,2975.94,16976
Other SVG Personal Care,Walgreens,8,2020,2/24/2020,958,958,2486.08,2486.08,15368
Other SVG Personal Care,Walgreens,9,2020,3/2/2020,4826,4802,26308.36,26207.34,14362
Other SVG Personal Care,Walgreens,10,2020,3/9/2020,7353,7353,44931.48,44931.48,20658
Other SVG Personal Care,Walgreens,11,2020,3/16/2020,12564,6894,45771.66,29334.35,19382
Other SVG Personal Care,Walgreens,12,2020,3/23/2020,10106,6607,26856.47,17204.61,14396
Other SVG Personal Care,Walgreens,13,2020,3/30/2020,4727,3351,16297,11857.272,11646
Other SVG Personal Care,Walgreens,14,2020,4/6/2020,6991,3261,25810.32,13691.934,6808
Other SVG Personal Care,Walgreens,15,2020,4/13/2020,5220,576,15188.35,1458.66,5048
Other SVG Personal Care,Walgreens,16,2020,4/20/2020,12564,126,43413.49,1084.88,2968
Other SVG Personal Care,Walgreens,17,2020,4/27/2020,20261,17967,74217.41,57925.1,18889
Other SVG Personal Care,Walgreens,18,2020,5/4/2020,7846,656,29943.97,4893.523,15200
Other SVG Personal Care,Walgreens,19,2020,5/11/2020,4179,2304,19139.17,5847.01,11987
Other SVG Personal Care,Walgreens,20,2020,5/18/2020,8535,5148,36036.19,13061.66,17388
Other SVG Personal Care,Walgreens,21,2020,5/25/2020,4877,1006,18406,3521.212,15680
Other SVG Personal Care,Walgreens,22,2020,6/1/2020,23844,-6108,95814.86,2102.9,13557
Other SVG Personal Care,Walgreens,23,2020,6/8/2020,5718,822,26127.01,8567.47,12478
Other SVG Personal Care,Walgreens,24,2020,6/15/2020,10130,112,46689.76,1007.51,11633
Other SVG Personal Care,Walgreens,25,2020,6/22/2020,5401,240,28396.26,871.84,
Other SVG Personal Care,Walgreens,26,2020,6/29/2020,5598,0,18482,0,
Other SVG Personal Care,Walmart,1,2020,1/6/2020,4018,3560,23185.99,21095.24,104451
Other SVG Personal Care,Walmart,2,2020,1/13/2020,19493,17865,105826.83,97492.555,104661
Other SVG Personal Care,Walmart,3,2020,1/20/2020,18768,17156,90384.12,82275.35,104890
Other SVG Personal Care,Walmart,4,2020,1/27/2020,26480,23015,113383.08,99545.651,105907
Other SVG Personal Care,Walmart,5,2020,2/3/2020,18386,17008,90573.72,83181.58,110812
Other SVG Personal Care,Walmart,6,2020,2/10/2020,18572,17432,85023.22,79589.576,26562
Other SVG Personal Care,Walmart,7,2020,2/17/2020,18824,17522,84588.6,77643.42,108582
Other SVG Personal Care,Walmart,8,2020,2/24/2020,27454,26654,101787.12,99097.461,114864
Other SVG Personal Care,Walmart,9,2020,3/2/2020,17519,17465,77229.7,76813.32,115442
Other SVG Personal Care,Walmart,10,2020,3/9/2020,16867,16547,75250.19,73311.148,109556
Other SVG Personal Care,Walmart,11,2020,3/16/2020,19511,18309,82578.69,75074.073,52894
Other SVG Personal Care,Walmart,12,2020,3/23/2020,54155,50684,208991.71,191980.667,48765
Other SVG Personal Care,Walmart,13,2020,3/30/2020,64551,38277,274065.31,156382.764,69019
Other SVG Personal Care,Walmart,14,2020,4/6/2020,196443,43915,831587.51,205424.408,81299
Other SVG Personal Care,Walmart,15,2020,4/13/2020,84241,31212,339960.03,128700.317,104989
Other SVG Personal Care,Walmart,16,2020,4/20/2020,91469,53939,337763.61,229468.495,115645
Other SVG Personal Care,Walmart,17,2020,4/27/2020,147197,46002,510801.09,201563.978,147937
Other SVG Personal Care,Walmart,18,2020,5/4/2020,50962,8091,206379.87,41373.238,141408
Other SVG Personal Care,Walmart,19,2020,5/11/2020,78642,19489,331450.57,75464.621,135736
Other SVG Personal Care,Walmart,20,2020,5/18/2020,83538,14556,289330,55025.931,136111
Other SVG Personal Care,Walmart,21,2020,5/25/2020,60247,9301,217968.74,43186.139,135013
Other SVG Personal Care,Walmart,22,2020,6/1/2020,43625,7606,180857.51,55448.124,130466
Other SVG Personal Care,Walmart,23,2020,6/8/2020,85776,7927,296603.24,50845.27,126313
Other SVG Personal Care,Walmart,24,2020,6/15/2020,92710,6500,327703.99,43941.388,121800
Other SVG Personal Care,Walmart,25,2020,6/22/2020,73469,5373,248454.81,33623.31,
Other SVG Personal Care,Walmart,26,2020,6/29/2020,57594,8081,205635.75,44157.99,
Packaged IC,Ahold & Delhaize,1,2020,1/6/2020,,,,,559159
Packaged IC,Ahold & Delhaize,2,2020,1/13/2020,,,,,488813
Packaged IC,Ahold & Delhaize,3,2020,1/20/2020,,,,,447146
Packaged IC,Ahold & Delhaize,4,2020,1/27/2020,,,,,431088
Packaged IC,Ahold & Delhaize,5,2020,2/3/2020,,,,,492329
Packaged IC,Ahold & Delhaize,6,2020,2/10/2020,,,,,464281
Packaged IC,Ahold & Delhaize,7,2020,2/17/2020,,,,,498766
Packaged IC,Ahold & Delhaize,8,2020,2/24/2020,,,,,499465
Packaged IC,Ahold & Delhaize,9,2020,3/2/2020,,,,,561569
Packaged IC,Ahold & Delhaize,10,2020,3/9/2020,,,,,580116
Packaged IC,Ahold & Delhaize,11,2020,3/16/2020,,,,,487667
Packaged IC,Ahold & Delhaize,12,2020,3/23/2020,,,,,370048
Packaged IC,Ahold & Delhaize,13,2020,3/30/2020,,,,,339148
Packaged IC,Ahold & Delhaize,14,2020,4/6/2020,,,,,388589
Packaged IC,Ahold & Delhaize,15,2020,4/13/2020,,,,,308593
Packaged IC,Ahold & Delhaize,16,2020,4/20/2020,,,,,435284
Packaged IC,Ahold & Delhaize,17,2020,4/27/2020,,,,,553470
Packaged IC,Ahold & Delhaize,18,2020,5/4/2020,,,,,537806
Packaged IC,Ahold & Delhaize,19,2020,5/11/2020,,,,,531855
Packaged IC,Ahold & Delhaize,20,2020,5/18/2020,,,,,545695
Packaged IC,Ahold & Delhaize,21,2020,5/25/2020,,,,,548728
Packaged IC,Ahold & Delhaize,22,2020,6/1/2020,,,,,482780
Packaged IC,Ahold & Delhaize,23,2020,6/8/2020,,,,,427754
Packaged IC,Ahold & Delhaize,24,2020,6/15/2020,,,,,395506
Packaged IC,CVS,1,2020,1/6/2020,,,,,0
Packaged IC,CVS,2,2020,1/13/2020,,,,,0
Packaged IC,CVS,3,2020,1/20/2020,,,,,0
Packaged IC,CVS,4,2020,1/27/2020,,,,,0
Packaged IC,CVS,5,2020,2/3/2020,,,,,0
Packaged IC,CVS,6,2020,2/10/2020,,,,,0
Packaged IC,CVS,7,2020,2/17/2020,,,,,0
Packaged IC,CVS,8,2020,2/24/2020,,,,,0
Packaged IC,CVS,9,2020,3/2/2020,,,,,0
Packaged IC,CVS,10,2020,3/9/2020,,,,,0
Packaged IC,CVS,11,2020,3/16/2020,,,,,0
Packaged IC,CVS,12,2020,3/23/2020,,,,,0
Packaged IC,CVS,13,2020,3/30/2020,,,,,0
Packaged IC,CVS,14,2020,4/6/2020,,,,,0
Packaged IC,CVS,15,2020,4/13/2020,,,,,0
Packaged IC,CVS,16,2020,4/20/2020,,,,,0
Packaged IC,CVS,17,2020,4/27/2020,,,,,0
Packaged IC,CVS,18,2020,5/4/2020,,,,,0
Packaged IC,CVS,19,2020,5/11/2020,,,,,0
Packaged IC,CVS,20,2020,5/18/2020,,,,,0
Packaged IC,CVS,21,2020,5/25/2020,,,,,0
Packaged IC,CVS,22,2020,6/1/2020,,,,,0
Packaged IC,CVS,23,2020,6/8/2020,,,,,0
Packaged IC,CVS,24,2020,6/15/2020,,,,,0
Packaged IC,Dollar General,1,2020,1/6/2020,,,,,0
Packaged IC,Dollar General,2,2020,1/13/2020,,,,,0
Packaged IC,Dollar General,3,2020,1/20/2020,,,,,0
Packaged IC,Dollar General,4,2020,1/27/2020,,,,,0
Packaged IC,Dollar General,5,2020,2/3/2020,,,,,0
Packaged IC,Dollar General,6,2020,2/10/2020,,,,,0
Packaged IC,Dollar General,7,2020,2/17/2020,,,,,0
Packaged IC,Dollar General,8,2020,2/24/2020,,,,,0
Packaged IC,Dollar General,9,2020,3/2/2020,,,,,0
Packaged IC,Dollar General,10,2020,3/9/2020,,,,,0
Packaged IC,Dollar General,11,2020,3/16/2020,,,,,0
Packaged IC,Dollar General,12,2020,3/23/2020,,,,,0
Packaged IC,Dollar General,13,2020,3/30/2020,,,,,0
Packaged IC,Dollar General,14,2020,4/6/2020,,,,,0
Packaged IC,Dollar General,15,2020,4/13/2020,,,,,0
Packaged IC,Dollar General,16,2020,4/20/2020,,,,,0
Packaged IC,Dollar General,17,2020,4/27/2020,,,,,0
Packaged IC,Dollar General,18,2020,5/4/2020,,,,,0
Packaged IC,Dollar General,19,2020,5/11/2020,,,,,0
Packaged IC,Dollar General,20,2020,5/18/2020,,,,,0
Packaged IC,Dollar General,21,2020,5/25/2020,,,,,0
Packaged IC,Dollar General,22,2020,6/1/2020,,,,,0
Packaged IC,Dollar General,23,2020,6/8/2020,,,,,0
Packaged IC,Dollar General,24,2020,6/15/2020,,,,,0
Packaged IC,Family Dollar,1,2020,1/6/2020,,,,,671427
Packaged IC,Family Dollar,2,2020,1/13/2020,,,,,677593
Packaged IC,Family Dollar,3,2020,1/20/2020,,,,,690243
Packaged IC,Family Dollar,4,2020,1/27/2020,,,,,712438
Packaged IC,Family Dollar,5,2020,2/3/2020,,,,,718025
Packaged IC,Family Dollar,6,2020,2/10/2020,,,,,691655
Packaged IC,Family Dollar,7,2020,2/17/2020,,,,,681814
Packaged IC,Family Dollar,8,2020,2/24/2020,,,,,688206
Packaged IC,Family Dollar,9,2020,3/2/2020,,,,,701228
Packaged IC,Family Dollar,10,2020,3/9/2020,,,,,683879
Packaged IC,Family Dollar,11,2020,3/16/2020,,,,,571570
Packaged IC,Family Dollar,12,2020,3/23/2020,,,,,533947
Packaged IC,Family Dollar,13,2020,3/30/2020,,,,,616223
Packaged IC,Family Dollar,14,2020,4/6/2020,,,,,580306
Packaged IC,Family Dollar,15,2020,4/13/2020,,,,,564964
Packaged IC,Family Dollar,16,2020,4/20/2020,,,,,596062
Packaged IC,Family Dollar,17,2020,4/27/2020,,,,,605352
Packaged IC,Family Dollar,18,2020,5/4/2020,,,,,599109
Packaged IC,Family Dollar,19,2020,5/11/2020,,,,,602138
Packaged IC,Family Dollar,20,2020,5/18/2020,,,,,588686
Packaged IC,Family Dollar,21,2020,5/25/2020,,,,,510781
Packaged IC,Family Dollar,22,2020,6/1/2020,,,,,414319
Packaged IC,Family Dollar,23,2020,6/8/2020,,,,,304482
Packaged IC,Family Dollar,24,2020,6/15/2020,,,,,199940
Packaged IC,HEB,1,2020,1/6/2020,,,,,0
Packaged IC,HEB,2,2020,1/13/2020,,,,,53574
Packaged IC,HEB,3,2020,1/20/2020,,,,,46824
Packaged IC,HEB,4,2020,1/27/2020,,,,,50082
Packaged IC,HEB,5,2020,2/3/2020,,,,,49374
Packaged IC,HEB,6,2020,2/10/2020,,,,,38568
Packaged IC,HEB,7,2020,2/17/2020,,,,,34938
Packaged IC,HEB,8,2020,2/24/2020,,,,,34518
Packaged IC,HEB,9,2020,3/2/2020,,,,,36552
Packaged IC,HEB,10,2020,3/9/2020,,,,,30294
Packaged IC,HEB,11,2020,3/16/2020,,,,,33240
Packaged IC,HEB,12,2020,3/23/2020,,,,,54528
Packaged IC,HEB,13,2020,3/30/2020,,,,,54216
Packaged IC,HEB,14,2020,4/6/2020,,,,,15390
Packaged IC,HEB,15,2020,4/13/2020,,,,,22182
Packaged IC,HEB,16,2020,4/20/2020,,,,,31434
Packaged IC,HEB,17,2020,4/27/2020,,,,,33342
Packaged IC,HEB,18,2020,5/4/2020,,,,,16356
Packaged IC,HEB,19,2020,5/11/2020,,,,,24330
Packaged IC,HEB,20,2020,5/18/2020,,,,,22734
Packaged IC,HEB,21,2020,5/25/2020,,,,,26262
Packaged IC,HEB,22,2020,6/1/2020,,,,,23514
Packaged IC,HEB,23,2020,6/8/2020,,,,,21822
Packaged IC,HEB,24,2020,6/15/2020,,,,,24366
Packaged IC,Kroger,1,2020,1/6/2020,,,,,1195906
Packaged IC,Kroger,2,2020,1/13/2020,,,,,1202636
Packaged IC,Kroger,3,2020,1/20/2020,,,,,1117662
Packaged IC,Kroger,4,2020,1/27/2020,,,,,1151172
Packaged IC,Kroger,5,2020,2/3/2020,,,,,1256711
Packaged IC,Kroger,6,2020,2/10/2020,,,,,1111585
Packaged IC,Kroger,7,2020,2/17/2020,,,,,932357
Packaged IC,Kroger,8,2020,2/24/2020,,,,,1052940
Packaged IC,Kroger,9,2020,3/2/2020,,,,,1022605
Packaged IC,Kroger,10,2020,3/9/2020,,,,,1040704
Packaged IC,Kroger,11,2020,3/16/2020,,,,,1215769
Packaged IC,Kroger,12,2020,3/23/2020,,,,,1067214
Packaged IC,Kroger,13,2020,3/30/2020,,,,,916543
Packaged IC,Kroger,14,2020,4/6/2020,,,,,743214
Packaged IC,Kroger,15,2020,4/13/2020,,,,,816003
Packaged IC,Kroger,16,2020,4/20/2020,,,,,922146
Packaged IC,Kroger,17,2020,4/27/2020,,,,,987903
Packaged IC,Kroger,18,2020,5/4/2020,,,,,1104145
Packaged IC,Kroger,19,2020,5/11/2020,,,,,1123408
Packaged IC,Kroger,20,2020,5/18/2020,,,,,1013742
Packaged IC,Kroger,21,2020,5/25/2020,,,,,983686
Packaged IC,Kroger,22,2020,6/1/2020,,,,,1215343
Packaged IC,Kroger,23,2020,6/8/2020,,,,,1263254
Packaged IC,Kroger,24,2020,6/15/2020,,,,,1224511
Packaged IC,Meijer,1,2020,1/6/2020,,,,,377042
Packaged IC,Meijer,2,2020,1/13/2020,,,,,353046
Packaged IC,Meijer,3,2020,1/20/2020,,,,,252427
Packaged IC,Meijer,4,2020,1/27/2020,,,,,0
Packaged IC,Meijer,5,2020,2/3/2020,,,,,341244
Packaged IC,Meijer,6,2020,2/10/2020,,,,,244485
Packaged IC,Meijer,7,2020,2/17/2020,,,,,311432
Packaged IC,Meijer,8,2020,2/24/2020,,,,,303509
Packaged IC,Meijer,9,2020,3/2/2020,,,,,187339
Packaged IC,Meijer,10,2020,3/9/2020,,,,,240847
Packaged IC,Meijer,11,2020,3/16/2020,,,,,320601
Packaged IC,Meijer,12,2020,3/23/2020,,,,,198337
Packaged IC,Meijer,13,2020,3/30/2020,,,,,189829
Packaged IC,Meijer,14,2020,4/6/2020,,,,,227560
Packaged IC,Meijer,15,2020,4/13/2020,,,,,257892
Packaged IC,Meijer,16,2020,4/20/2020,,,,,249933
Packaged IC,Meijer,17,2020,4/27/2020,,,,,225088
Packaged IC,Meijer,18,2020,5/4/2020,,,,,335046
Packaged IC,Meijer,19,2020,5/11/2020,,,,,317589
Packaged IC,Meijer,20,2020,5/18/2020,,,,,321798
Packaged IC,Meijer,21,2020,5/25/2020,,,,,292566
Packaged IC,Meijer,22,2020,6/1/2020,,,,,315764
Packaged IC,Meijer,23,2020,6/8/2020,,,,,296190
Packaged IC,Meijer,24,2020,6/15/2020,,,,,327991
Packaged IC,Target,1,2020,1/6/2020,,,,,371549
Packaged IC,Target,2,2020,1/13/2020,,,,,339241
Packaged IC,Target,3,2020,1/20/2020,,,,,315640
Packaged IC,Target,4,2020,1/27/2020,,,,,372789
Packaged IC,Target,5,2020,2/3/2020,,,,,320624
Packaged IC,Target,6,2020,2/10/2020,,,,,354108
Packaged IC,Target,7,2020,2/17/2020,,,,,305725
Packaged IC,Target,8,2020,2/24/2020,,,,,312465
Packaged IC,Target,9,2020,3/2/2020,,,,,356320
Packaged IC,Target,10,2020,3/9/2020,,,,,505816
Packaged IC,Target,11,2020,3/16/2020,,,,,455017
Packaged IC,Target,12,2020,3/23/2020,,,,,297625
Packaged IC,Target,13,2020,3/30/2020,,,,,182609
