Category,Retailer,Week,Year,Date,Ordered (Units),Dispatched (Units),Order ($),Dispatched ($),Inventory Total(Units)
Deo,CVS,16,2020,4/20/2020,386468,370988,1417824.56,1354148.857,1961992
Deo,CVS,17,2020,4/27/2020,220604,202346,876137.47,799567.892,2078559
Deo,CVS,18,2020,5/4/2020,207610,188014,857471.71,779291.408,2058293
Deo,CVS,19,2020,5/11/2020,183050,175166,778379.85,749818.19,2022936
Deo,CVS,20,2020,5/18/2020,79868,76544,327260,312737.715,1892024
Deo,CVS,21,2020,5/25/2020,134236,97008,529696.42,382846.3,1735530
Deo,CVS,22,2020,6/1/2020,193840,202570,950656.45,810564.816,1670119
Deo,CVS,23,2020,6/8/2020,109034,108452,468088.78,448817.36,1623477
Deo,CVS,24,2020,6/15/2020,207886,203860,858347.47,834125.833,1512624
Deo,CVS,25,2020,6/22/2020,226692,217206,946861.97,908694.856,
Deo,CVS,26,2020,6/29/2020,411000,398706,1630619.1,1582878.651,
Deo,Dollar General,1,2020,1/6/2020,83604,88944,205642.08,199289.04,8580902
Deo,Dollar General,2,2020,1/13/2020,375108,374448,914364,904951.2,8543277
Deo,Dollar General,3,2020,1/20/2020,370050,375888,883308.48,880425.96,8274465
Deo,Dollar General,4,2020,1/27/2020,357474,353166,887002.68,869760.48,8072702
Deo,Dollar General,5,2020,2/3/2020,915549,914691,2549937.9,2538042.3,7913459
Deo,Dollar General,6,2020,2/10/2020,1351766,873498,3727758.36,2399294.56,7822016
Deo,Dollar General,7,2020,2/17/2020,819864,718398,2277963.12,1958901.8,8296413
Deo,Dollar General,8,2020,2/24/2020,780520,699940,2160181.84,1920178.2,8712630
Deo,Dollar General,9,2020,3/2/2020,1405216,1391420,3871897.94,3798455.02,8693072
Deo,Dollar General,10,2020,3/9/2020,565724,564308,1359346.6,1352057.56,8821584
Deo,Dollar General,11,2020,3/16/2020,483182,471878,1199014.16,1160330.72,8684552
Deo,Dollar General,12,2020,3/23/2020,802584,770880,2121405.84,1993506.48,8675911
Deo,Dollar General,13,2020,3/30/2020,598548,605028,1505774.96,1465641.2,1.42E+07
Deo,Dollar General,14,2020,4/6/2020,956844,925968,2623960.92,2509435.28,8803260
Deo,Dollar General,15,2020,4/13/2020,396360,392484,1065492,1031593.8,8597387
Deo,Dollar General,16,2020,4/20/2020,768540,773244,1939479.32,1916547.08,8618217
Deo,Dollar General,17,2020,4/27/2020,669168,670422,1629693.38,1599776.9,8884175
Deo,Dollar General,18,2020,5/4/2020,1049412,1042896,2832802.9,2801796.73,8788654
Deo,Dollar General,19,2020,5/11/2020,548232,551376,1365543.22,1361371.54,8772940
Deo,Dollar General,20,2020,5/18/2020,493044,496236,1321642.47,1312142.07,8855543
Deo,Dollar General,21,2020,5/25/2020,553860,560340,1554086.88,1549265.88,8684564
Deo,Dollar General,22,2020,6/1/2020,780471,785448,2243420.71,2233977.12,8587095
Deo,Dollar General,23,2020,6/8/2020,772518,781962,1978643.78,1971456.98,8647051
Deo,Dollar General,24,2020,6/15/2020,629928,623424,1575542.64,1551360.6,8588725
Deo,Dollar General,25,2020,6/22/2020,1095876,1094484,2780766.24,2769336.32,
Deo,Dollar General,26,2020,6/29/2020,914268,911328,2423112.96,2403708.96,
Deo,Family Dollar,1,2020,1/6/2020,89712,89196,167386.1,165843.235,3029014
Deo,Family Dollar,2,2020,1/13/2020,463608,420300,1050925.52,978216.196,3043738
Deo,Family Dollar,3,2020,1/20/2020,443724,430152,912057.34,876691.774,2924548
Deo,Family Dollar,4,2020,1/27/2020,493080,471390,1066651.13,1025359.4,3325641
Deo,Family Dollar,5,2020,2/3/2020,317400,304236,599924.33,569632.392,3326310
Deo,Family Dollar,6,2020,2/10/2020,394632,376656,947234.56,901300.283,3136911
Deo,Family Dollar,7,2020,2/17/2020,315744,307284,706921.32,682514.928,3131998
Deo,Family Dollar,8,2020,2/24/2020,336780,333588,749444.09,740568.416,3217848
Deo,Family Dollar,9,2020,3/2/2020,340848,338268,760265.85,752008.903,3038198
Deo,Family Dollar,10,2020,3/9/2020,250368,247920,513062.18,506620.833,2871394
Deo,Family Dollar,11,2020,3/16/2020,487936,481302,1068027.71,1045102.58,2855370
Deo,Family Dollar,12,2020,3/23/2020,346884,335520,722821.57,688466.353,2806903
Deo,Family Dollar,13,2020,3/30/2020,441864,429942,929076.56,886898.074,2658035
Deo,Family Dollar,14,2020,4/6/2020,370056,348426,850741.22,785060.404,2938095
Deo,Family Dollar,15,2020,4/13/2020,397116,384282,877899.73,842861.139,2986757
Deo,Family Dollar,16,2020,4/20/2020,173328,166920,371129.5,352087.604,2669331
Deo,Family Dollar,17,2020,4/27/2020,481488,477204,1167566.54,1156646.716,2832204
Deo,Family Dollar,18,2020,5/4/2020,305076,302370,811696.67,804126.599,2841739
Deo,Family Dollar,19,2020,5/11/2020,466932,462468,1276485.39,1261062.963,2890141
Deo,Family Dollar,20,2020,5/18/2020,346368,343812,828475.61,820309.891,3033474
Deo,Family Dollar,21,2020,5/25/2020,473052,471564,1094048.84,1088650.17,2944937
Deo,Family Dollar,22,2020,6/1/2020,503280,499152,1289329.73,1279446.935,3098673
Deo,Family Dollar,23,2020,6/8/2020,306984,302076,752581,733669.54,3316851
Deo,Family Dollar,24,2020,6/15/2020,454512,447708,1118275.09,1094920.332,3131249
Deo,Family Dollar,25,2020,6/22/2020,642096,638976,1383216.26,1374399.721,
Deo,Family Dollar,26,2020,6/29/2020,384660,373476,895131.43,865623.379,
Deo,HEB,1,2020,1/6/2020,49500,49500,142679.71,142679.71,0
Deo,HEB,2,2020,1/13/2020,125056,115846,352302.78,328759.168,274225
Deo,HEB,3,2020,1/20/2020,107136,105060,364943.25,343114.192,241465
Deo,HEB,4,2020,1/27/2020,232873,223456,730223.9,696648.113,232897
Deo,HEB,5,2020,2/3/2020,124752,115764,425183.97,392569.509,246134
Deo,HEB,6,2020,2/10/2020,178759,153816,558108.75,489473.351,211037
Deo,HEB,7,2020,2/17/2020,189336,169920,607844.9,549746.018,250608
Deo,HEB,8,2020,2/24/2020,185444,171552,527762.01,490307.401,279130
Deo,HEB,9,2020,3/2/2020,119180,112520,421242.07,396375.428,248653
Deo,HEB,10,2020,3/9/2020,189420,181908,651815.64,619859.617,186803
Deo,HEB,11,2020,3/16/2020,216996,195696,726061.01,644545.087,201007
Deo,HEB,12,2020,3/23/2020,95061,78913,278772.18,236876.354,232876
Deo,HEB,13,2020,3/30/2020,87472,61642,314551.5,202125.049,223814
Deo,HEB,14,2020,4/6/2020,290400,211026,920336.43,661035.318,204559
Deo,HEB,15,2020,4/13/2020,86304,68754,287295.87,219851.488,207262
Deo,HEB,16,2020,4/20/2020,183320,146700,607318.85,472571.95,212258
Deo,HEB,17,2020,4/27/2020,159259,126461,505037.93,371931.461,267084
Deo,HEB,18,2020,5/4/2020,266550,213522,918029.56,746386.538,340512
Deo,HEB,19,2020,5/11/2020,89580,84426,303374.54,278430.583,280185
Deo,HEB,20,2020,5/18/2020,161580,148578,523390.51,478745.875,292683
Deo,HEB,21,2020,5/25/2020,113575,91006,324786.28,275453.362,319167
Deo,HEB,22,2020,6/1/2020,140604,132354,495574.59,467447.284,303045
Deo,HEB,23,2020,6/8/2020,138552,134100,445448.4,431176.091,324649
Deo,HEB,24,2020,6/15/2020,176562,171714,713783.28,599445.095,317495
Deo,HEB,25,2020,6/22/2020,294144,196402,1056270.75,683824.615,
Deo,HEB,26,2020,6/29/2020,131820,122298,390955.77,378236.804,
Deo,Kroger,1,2020,1/6/2020,120522,120522,409932.54,409932.54,2851566
Deo,Kroger,2,2020,1/13/2020,290352,285948,923914.95,905940.98,2732866
Deo,Kroger,3,2020,1/20/2020,495294,473040,1606968.23,1541507.94,2753222
Deo,Kroger,4,2020,1/27/2020,446868,439812,1375309.17,1348313.316,2865050
Deo,Kroger,5,2020,2/3/2020,362428,340696,1162492.02,1084906.898,2863259
Deo,Kroger,6,2020,2/10/2020,443448,406452,1559115.77,1418828.344,2915915
Deo,Kroger,7,2020,2/17/2020,493370,459416,1665620.81,1514850.55,2803777
Deo,Kroger,8,2020,2/24/2020,351300,347352,1254594.1,1237232.024,2792619
Deo,Kroger,9,2020,3/2/2020,417588,396732,1462130.98,1367437.004,2807006
Deo,Kroger,10,2020,3/9/2020,325860,322884,1066861.66,1054075.722,2728096
Deo,Kroger,11,2020,3/16/2020,595584,586056,1994041.65,1955107.705,2601078
Deo,Kroger,12,2020,3/23/2020,466452,456540,1690333.81,1651025.007,2467783
Deo,Kroger,13,2020,3/30/2020,325444,313852,984288.43,934919.407,2480943
Deo,Kroger,14,2020,4/6/2020,374632,366364,1251269.48,1217772.509,2541890
Deo,Kroger,15,2020,4/13/2020,340664,331812,1129818.9,1100434.328,2704440
Deo,Kroger,16,2020,4/20/2020,367884,360330,1285344.69,1256119.379,2776265
Deo,Kroger,17,2020,4/27/2020,350736,348138,1212282.83,1201804.817,2735089
Deo,Kroger,18,2020,5/4/2020,288156,285708,1022459.49,1013404.451,2766017
Deo,Kroger,19,2020,5/11/2020,296964,287340,1077272.26,1039648.067,2755815
Deo,Kroger,20,2020,5/18/2020,390856,389704,1287038.73,1282871.838,2723777
Deo,Kroger,21,2020,5/25/2020,336888,319728,1162776.76,1105683.548,2724434
Deo,Kroger,22,2020,6/1/2020,458976,452064,1714263.54,1690105.228,2861482
Deo,Kroger,23,2020,6/8/2020,491988,472884,1768574.24,1691388.39,2809435
Deo,Kroger,24,2020,6/15/2020,526464,517884,1953344.65,1921620.921,3068103
Deo,Kroger,25,2020,6/22/2020,329016,325812,1176844.71,1160717.538,
Deo,Kroger,26,2020,6/29/2020,300360,295548,1119854.53,1102146.037,
Deo,Meijer,1,2020,1/6/2020,70392,68934,242529.47,236624.01,619644
Deo,Meijer,2,2020,1/13/2020,96858,93930,322271.12,312606.71,656296
Deo,Meijer,3,2020,1/20/2020,119832,119736,458003.33,429805.11,722974
Deo,Meijer,4,2020,1/27/2020,18444,17736,67797.32,65442.723,702521
Deo,Meijer,5,2020,2/3/2020,122958,116232,396130.42,367097.022,617837
Deo,Meijer,6,2020,2/10/2020,181545,97236,677117.74,364102.77,597890
Deo,Meijer,7,2020,2/17/2020,271731,200349,980552.04,721931.531,760753
Deo,Meijer,8,2020,2/24/2020,100148,93200,352074.52,325286.83,709691
Deo,Meijer,9,2020,3/2/2020,126758,91976,447289.58,319174.301,694626
Deo,Meijer,10,2020,3/9/2020,96348,94476,343971.31,335541.252,623020
Deo,Meijer,11,2020,3/16/2020,97080,92358,338551.09,327066.981,598965
Deo,Meijer,12,2020,3/23/2020,456138,428982,1507831.8,1413728.79,602949
Deo,Meijer,13,2020,3/30/2020,101040,98952,331395,321086.97,967556
Deo,Meijer,14,2020,4/6/2020,48057,23157,175817.79,84720.49,947740
Deo,Meijer,15,2020,4/13/2020,134985,124839,525033.76,485405.857,945651
Deo,Meijer,16,2020,4/20/2020,3808,3808,16775.18,16775.18,1090443
Deo,Meijer,17,2020,4/27/2020,126538,117382,553081.78,509917.399,1029243
Deo,Meijer,18,2020,5/4/2020,46782,45186,187625.96,180986.902,1054012
Deo,Meijer,19,2020,5/11/2020,,,,,1004533
Deo,Meijer,20,2020,5/18/2020,37338,36234,135752.62,130974.57,930039
Deo,Meijer,21,2020,5/25/2020,125888,102632,513579.07,427611.41,898038
Deo,Meijer,22,2020,6/1/2020,60522,58104,252737.59,241721.55,817118
Deo,Meijer,23,2020,6/8/2020,43050,42210,174483.89,171651.45,717718
Deo,Meijer,24,2020,6/15/2020,47190,46626,181545.4,178387.68,641564
Deo,Meijer,25,2020,6/22/2020,106392,101712,425840.21,402440.87,
Deo,Meijer,26,2020,6/29/2020,81816,81552,311760.04,310095.69,
Deo,Other,1,2020,1/6/2020,1301520,822600,2657781.5,1869716.124,
Deo,Other,2,2020,1/13/2020,2551910,1845343,9335136.67,7625287.826,
Deo,Other,3,2020,1/20/2020,1545935,1416363,6848512.21,6128341.091,
Deo,Other,4,2020,1/27/2020,1971249,1789026,7554960.55,6602026.098,
Deo,Other,5,2020,2/3/2020,2148671,1697442,8890837.37,6695599.883,
Deo,Other,6,2020,2/10/2020,1677752,1497317,6730096.24,6020038.15,
Deo,Other,7,2020,2/17/2020,1770392,1668040,6041946.41,5492541.513,
Deo,Other,8,2020,2/24/2020,1927742,1713381,7280791.7,6469474.375,
Deo,Other,9,2020,3/2/2020,2920627,1983139,1.06E+07,7849468.269,
Deo,Other,10,2020,3/9/2020,2227680,1732010,9303643.13,7548632.396,
Deo,Other,11,2020,3/16/2020,2111718,1792586,8368562.82,7356327.612,
Deo,Other,12,2020,3/23/2020,3385846,2012520,1.23E+07,7498622.792,
Deo,Other,13,2020,3/30/2020,2704113,1816247,1.01E+07,7071614.955,
Deo,Other,14,2020,4/6/2020,2900465.016,2064276.016,9928161.15,6863884.649,
Deo,Other,15,2020,4/13/2020,2959073,1827731,1.19E+07,7958949.348,
Deo,Other,16,2020,4/20/2020,3679315,1947055,1.37E+07,7604780.866,
Deo,Other,17,2020,4/27/2020,2383868,1595328,9567668.38,6667297.037,
Deo,Other,18,2020,5/4/2020,2765956,1920528,1.13E+07,7753329.636,
Deo,Other,19,2020,5/11/2020,2609566.008,1630616.008,1.07E+07,6990135.423,
Deo,Other,20,2020,5/18/2020,2588132,1816440,1.05E+07,7527076.404,
Deo,Other,21,2020,5/25/2020,2689094,1698751,1.06E+07,6584788.533,
Deo,Other,22,2020,6/1/2020,2629073,2359553,8342690.47,6720728.843,
Deo,Other,23,2020,6/8/2020,1959748,1315682,7769689.87,5218274.177,
Deo,Other,24,2020,6/15/2020,1739749,1465338,7964841.45,6675661.745,
Deo,Other,25,2020,6/22/2020,1794671,1430004,7519284.81,6061302.362,
Deo,Other,26,2020,6/29/2020,1341100,1248361,6546343.2,5985616.192,
Deo,Target,1,2020,1/6/2020,225088,203464,735053.19,655450.763,4808563
Deo,Target,2,2020,1/13/2020,612372,542274,2142002.53,1883371.408,4497221
Deo,Target,3,2020,1/20/2020,1014752,906182,4054176.95,3638382.026,4444714
Deo,Target,4,2020,1/27/2020,1335516,1172220,5294565.17,4542616.796,4614831
Deo,Target,5,2020,2/3/2020,1499394,1229602,5601389.5,4361835.67,5193885
Deo,Target,6,2020,2/10/2020,627098,471422,2522732.18,1802012.238,5023522
Deo,Target,7,2020,2/17/2020,659114,554981,2381936.99,1961413.233,4652951
Deo,Target,8,2020,2/24/2020,872174,789909,3100355.12,2754177.449,4566017
Deo,Target,9,2020,3/2/2020,1051128,975977,3893108.92,3618354.339,4521182
Deo,Target,10,2020,3/9/2020,1292054,1167830,4442917.63,4131367.273,4454503
Deo,Target,11,2020,3/16/2020,1026384,805496,3457954.8,2979127.321,4287523
Deo,Target,12,2020,3/23/2020,1362926,834618,5104365.5,3132205.327,4465469
Deo,Target,13,2020,3/30/2020,2321767,1099360,9549604.93,4358409.374,4951640
Deo,Target,14,2020,4/6/2020,1511191,996619,6116752.7,3871654.189,5515731
Deo,Target,15,2020,4/13/2020,746200,597322,3079927.34,2498648.362,5378902
Deo,Target,16,2020,4/20/2020,761503,640984,3586524.56,2828360.432,5467037
Deo,Target,17,2020,4/27/2020,747906,664125,3188470.7,2830008.497,5338348
Deo,Target,18,2020,5/4/2020,532614,497559,2305126.66,2127014.372,5114944
Deo,Target,19,2020,5/11/2020,659862,623317,2832652.94,2650486.496,4875184
Deo,Target,20,2020,5/18/2020,936125,876925,4061242.36,3771747.16,4903155
Deo,Target,21,2020,5/25/2020,532074,512231,2267527.34,2161094.606,4846285
Deo,Target,22,2020,6/1/2020,723461,698610,3028888.6,2911270.933,4637029
Deo,Target,23,2020,6/8/2020,632191,612132,2588082.17,2499911.714,4546874
Deo,Target,24,2020,6/15/2020,616271,587209,2343084,2220718.559,4293797
Deo,Target,25,2020,6/22/2020,607496,594838,2311792.81,2257592.467,
Deo,Target,26,2020,6/29/2020,1102757,1064400,4347010.81,4187706.55,
Deo,Walgreens,1,2020,1/6/2020,43376,41900,162401.12,156507.09,5016881
Deo,Walgreens,2,2020,1/13/2020,201434,190622,734320.41,698196.192,4770276
Deo,Walgreens,3,2020,1/20/2020,173684,167270,612777.9,584389.008,4476509
Deo,Walgreens,4,2020,1/27/2020,171954,161898,642720.71,595807.312,4254261
Deo,Walgreens,5,2020,2/3/2020,590432,543104,2403991.18,2201118.745,4188115
Deo,Walgreens,6,2020,2/10/2020,630059,547280,2540059,2180124.071,4359763
Deo,Walgreens,7,2020,2/17/2020,360981,281464,1373691.11,1065289.126,4284427
Deo,Walgreens,8,2020,2/24/2020,324603,297148,1210282.93,1107353.09,4370168
Deo,Walgreens,9,2020,3/2/2020,389588,357272,1402823.85,1267049.643,4428310
Deo,Walgreens,10,2020,3/9/2020,337582,322798,1199011.77,1130910.629,4340723
Deo,Walgreens,11,2020,3/16/2020,342800,313922,1243644.06,1113156.352,4123398
Deo,Walgreens,12,2020,3/23/2020,342802,303100,1214882.66,1043915.965,4151230
Deo,Walgreens,13,2020,3/30/2020,311734,277480,1152895.3,998063.968,4291154
Deo,Walgreens,14,2020,4/6/2020,323124,276834,1226243.15,995208.196,4416724
Deo,Walgreens,15,2020,4/13/2020,623456,338452,2332761.17,1277309.916,4525642
Deo,Walgreens,16,2020,4/20/2020,431670,347784,1487831.15,1310352.017,4599613
Deo,Walgreens,17,2020,4/27/2020,518166,418918,1666486.31,1575065.732,4830888
Deo,Walgreens,18,2020,5/4/2020,136628,128888,531783.3,496202.277,5004780
Deo,Walgreens,19,2020,5/11/2020,76140,72312,313695.83,297832.893,4942336
Deo,Walgreens,20,2020,5/18/2020,157596,134424,688457.41,591226.643,4865995
Deo,Walgreens,21,2020,5/25/2020,141744,116892,620966.37,516617.139,4773617
Deo,Walgreens,22,2020,6/1/2020,170790,124950,755710.47,588114.513,4641034
Deo,Walgreens,23,2020,6/8/2020,236966,202772,1034022.05,893305.556,4532974
Deo,Walgreens,24,2020,6/15/2020,144996,110640,606179.87,467303.642,4324437
Deo,Walgreens,25,2020,6/22/2020,136854,105126,581066.47,450669.127,
Deo,Walgreens,26,2020,6/29/2020,411075,340764,1626690.68,1400898.794,
Deo,Walmart,1,2020,1/6/2020,439593,396174,1485558.89,1358011.72,1.02E+07
Deo,Walmart,2,2020,1/13/2020,2704725,2469657,8977300.41,8220501.254,9925118
Deo,Walmart,3,2020,1/20/2020,3206940,2934198,1.10E+07,9918354.734,9700904
Deo,Walmart,4,2020,1/27/2020,3932793,3587175,1.38E+07,1.22E+07,1.09E+07
Deo,Walmart,5,2020,2/3/2020,3310296,3013461,1.12E+07,9917155.593,1.12E+07
Deo,Walmart,6,2020,2/10/2020,2745675,2448948,9473704.7,8330841.087,5213774
Deo,Walmart,7,2020,2/17/2020,3409332,3120573,1.14E+07,1.04E+07,1.09E+07
Deo,Walmart,8,2020,2/24/2020,2980326,2802750,1.03E+07,9590273.643,1.10E+07
Deo,Walmart,9,2020,3/2/2020,3143322,2937291,1.07E+07,9850208.635,1.05E+07
Deo,Walmart,10,2020,3/9/2020,3215484,3067575,1.11E+07,1.05E+07,1.05E+07
Deo,Walmart,11,2020,3/16/2020,3126126,2942058,1.08E+07,1.01E+07,9836270
Deo,Walmart,12,2020,3/23/2020,3784809,3524577,1.32E+07,1.23E+07,9756299
Deo,Walmart,13,2020,3/30/2020,3503718,3221538,1.26E+07,1.15E+07,1.14E+07
Deo,Walmart,14,2020,4/6/2020,5180274,2085936,1.91E+07,7762699.276,1.22E+07
Deo,Walmart,15,2020,4/13/2020,3553173,2168994,1.31E+07,8143023.705,1.23E+07
Deo,Walmart,16,2020,4/20/2020,3291669,3085617,1.15E+07,1.08E+07,1.25E+07
Deo,Walmart,17,2020,4/27/2020,3420444,3236325,1.19E+07,1.12E+07,1.40E+07
Deo,Walmart,18,2020,5/4/2020,1789779,1696380,6608611.83,6286403.846,1.43E+07
Deo,Walmart,19,2020,5/11/2020,1774392,1689744,6334244.17,6049889.726,1.39E+07
Deo,Walmart,20,2020,5/18/2020,1947093,1912425,6727824.42,6616270.673,1.33E+07
Deo,Walmart,21,2020,5/25/2020,2799474,2587800,1.01E+07,9284969.923,1.30E+07
Deo,Walmart,22,2020,6/1/2020,1912839,1862787,6950559.4,6718308.993,8478015
Deo,Walmart,23,2020,6/8/2020,2581485,2521944,9159930.5,8905262.865,1.22E+07
Deo,Walmart,24,2020,6/15/2020,2860614,2737026,1.01E+07,9551526.458,1.24E+07
Deo,Walmart,25,2020,6/22/2020,2958606,2878821,1.03E+07,9892488.413,
Deo,Walmart,26,2020,6/29/2020,2777778,2726856,9741246.82,9497571.248,
Foods-Other,Kroger,1,2020,1/6/2020,,,,,0
Foods-Other,Kroger,2,2020,1/13/2020,,,,,0
Foods-Other,Kroger,3,2020,1/20/2020,,,,,0
Foods-Other,Kroger,4,2020,1/27/2020,,,,,0
Foods-Other,Kroger,5,2020,2/3/2020,,,,,0
Foods-Other,Kroger,6,2020,2/10/2020,,,,,0
Foods-Other,Kroger,7,2020,2/17/2020,,,,,0
Foods-Other,Kroger,8,2020,2/24/2020,,,,,0
Foods-Other,Kroger,9,2020,3/2/2020,,,,,0
Foods-Other,Kroger,10,2020,3/9/2020,,,,,0
Foods-Other,Kroger,11,2020,3/16/2020,,,,,0
Foods-Other,Kroger,12,2020,3/23/2020,,,,,0
Foods-Other,Kroger,13,2020,3/30/2020,,,,,0
Foods-Other,Kroger,14,2020,4/6/2020,,,,,0
Foods-Other,Kroger,15,2020,4/13/2020,,,,,1
Foods-Other,Kroger,16,2020,4/20/2020,,,,,1
Foods-Other,Kroger,17,2020,4/27/2020,,,,,1
Foods-Other,Kroger,18,2020,5/4/2020,,,,,1
Foods-Other,Kroger,19,2020,5/11/2020,,,,,1
Foods-Other,Kroger,20,2020,5/18/2020,,,,,1
Foods-Other,Kroger,21,2020,5/25/2020,,,,,1
Foods-Other,Kroger,22,2020,6/1/2020,,,,,1
Foods-Other,Kroger,23,2020,6/8/2020,,,,,1
Foods-Other,Kroger,24,2020,6/15/2020,,,,,1
Hair,Ahold & Delhaize,1,2020,1/6/2020,,,,,709126
Hair,Ahold & Delhaize,2,2020,1/13/2020,,,,,709441
Hair,Ahold & Delhaize,3,2020,1/20/2020,,,,,771450
Hair,Ahold & Delhaize,4,2020,1/27/2020,,,,,765340
Hair,Ahold & Delhaize,5,2020,2/3/2020,,,,,784288
Hair,Ahold & Delhaize,6,2020,2/10/2020,,,,,794818
Hair,Ahold & Delhaize,7,2020,2/17/2020,,,,,778726
Hair,Ahold & Delhaize,8,2020,2/24/2020,,,,,741049
Hair,Ahold & Delhaize,9,2020,3/2/2020,,,,,797302
Hair,Ahold & Delhaize,10,2020,3/9/2020,,,,,823513
Hair,Ahold & Delhaize,11,2020,3/16/2020,,,,,750955
Hair,Ahold & Delhaize,12,2020,3/23/2020,,,,,659776
Hair,Ahold & Delhaize,13,2020,3/30/2020,,,,,647235
