category,date,original,dispatched,order$,ship$
savoury,2019-02-25,11329538.0,10548629.0,11370587.909999996,10546632.234999998
personal wash,2019-02-25,10516300.0,9721304.0,43922234.70000001,41251597.89600001
other foods,2019-02-25,440.0,264.0,1166.0,699.6
q-tips,2019-02-25,2008457.0,1352925.0,4673166.01,3471480.8079999997
deo,2019-02-25,7694295.0,7463190.0,26288979.339999996,25446045.000000004
condiments,2019-02-25,4392035.0,4067036.0,16447565.050000004,15162784.597000003
hair care,2019-02-25,10078524.0,9298026.0,32475265.93,28222090.687999994
ic-other,2019-02-25,498.0,498.0,7769.3,7769.3
ice cream,2019-02-25,15259093.0,14632766.0,41503567.05000001,39855353.42400001
svg other personal care,2019-02-25,237303.0,224306.0,1581010.84,1336036.211
tea,2019-02-25,2289637.0,2164341.0,7079290.339999999,6499231.576
home care,2019-02-25,1091113.0,955700.0,4656356.38,4107542.401999999
tea,2019-03-04,2417900.0,2214523.0,7476784.380000001,6587994.801999998
ic-other,2019-03-04,630.0,594.0,9829.07,9267.51
other foods,2019-03-04,1288.0,368.0,3369.18,968.58
deo,2019-03-04,8357548.0,8119291.0,28549729.319999997,27900994.091999993
personal wash,2019-03-04,10682898.0,9057349.0,40332509.170000024,35311637.20499999
home care,2019-03-04,969152.0,880376.0,4481866.099999999,4095779.8649999993
svg other personal care,2019-03-04,279080.0,243774.0,1822255.96,1669028.154
q-tips,2019-03-04,1875538.0,1291192.0,4418961.56,3512966.8130000005
skin care,2019-03-04,3698993.0,3326281.0,11110545.37,9282661.591999995
ice cream,2019-03-04,18319562.0,16126883.0,48508083.569999985,42395059.79999998
hair care,2019-03-04,9877487.0,9227289.0,28563992.62000001,26878947.604
condiments,2019-03-04,5606330.0,3973950.0,14360175.040000005,13724926.978999998
savoury,2019-03-04,10917361.0,10557035.0,11112659.14,10608295.493000004
svg other personal care,2019-03-11,302138.0,261394.0,1768256.5999999999,1668151.7570000004
other foods,2019-03-11,1488.0,392.0,3897.92,1030.92
personal wash,2019-03-11,8914099.0,8269396.0,41511040.669999994,38789612.675
ic-other,2019-03-11,450.0,432.0,7020.040000000001,6739.26
tea,2019-03-11,2412306.0,2263831.0,7753825.069999998,7016331.259999999
home care,2019-03-11,1038462.0,945511.0,4850361.6899999995,4419961.072
q-tips,2019-03-11,1794942.0,1638072.0,5085413.57,4789047.524000001
skin care,2019-03-11,3065312.0,2802094.0,9595796.76,8546673.673999997
hair care,2019-03-11,9460105.0,9016414.0,29506140.700000003,28386399.924999997
condiments,2019-03-11,5654217.0,5127015.0,17988388.41,16908370.944000002
savoury,2019-03-11,10443630.0,10047689.0,10584153.04,10127729.424
deo,2019-03-11,8928227.0,8482665.0,32509065.329999994,31669878.60399999
ice cream,2019-03-11,15156499.0,14499392.0,40802786.2,38603307.033999994
oral care,2019-03-18,120.0,0.0,0.0,0.0
hair care,2019-03-18,9133283.0,8117803.0,29505557.150000006,26438888.074
ic-other,2019-03-18,630.0,618.0,9815.68,9628.49
personal wash,2019-03-18,9174058.0,7846727.0,43357440.15000001,39463398.684999995
savoury,2019-03-18,9899541.0,9580868.0,10476516.969999997,10030665.726000004
q-tips,2019-03-18,1882532.0,1833398.0,7034844.510000002,6766456.354
skin care,2019-03-18,3301257.0,2869696.0,9566593.730000002,8799400.284
tea,2019-03-18,2208137.0,2068708.0,6976103.45,6408969.599000001
home care,2019-03-18,1095490.0,994215.0,5306854.509999999,4876683.565999999
ice cream,2019-03-18,17079318.0,16209383.0,45571628.77999998,43271701.37699996
svg other personal care,2019-03-18,267530.0,225523.0,1516223.39,1426788.6369999999
other foods,2019-03-18,632.0,32.0,1647.8200000000002,84.16
condiments,2019-03-18,5360812.0,4810562.0,17580298.59,17275573.191000007
deo,2019-03-18,7676146.0,7516958.0,27068424.96000001,26377572.799
q-tips,2019-03-25,1581765.0,1333641.0,3664333.7099999995,3398187.451
hair care,2019-03-25,11033315.0,9474941.0,31330053.82,28448119.051999997
personal wash,2019-03-25,10364517.0,9422471.0,40840697.86999999,37969878.138000004
ic-other,2019-03-25,552.0,552.0,8629.45,8629.45
savoury,2019-03-25,10767151.0,10184690.0,11330552.399999999,10798954.318000004
home care,2019-03-25,1066994.0,948072.0,4970927.149999999,4428147.714
tea,2019-03-25,2488094.0,2297512.0,8043172.79,7253683.710999999
other foods,2019-03-25,856.0,0.0,2226.93,0.0
skin care,2019-03-25,3280652.0,2962423.0,10124669.960000005,8694565.516
ice cream,2019-03-25,18993563.0,17417997.0,50531655.12,46370650.71299996
deo,2019-03-25,8599463.0,8358562.0,29344715.389999997,28340720.867000002
condiments,2019-03-25,5968692.0,5367977.0,19351565.319999985,18429102.162999988
svg other personal care,2019-03-25,308818.0,249228.0,1666550.7499999995,1501488.604
skin care,2019-04-01,3342964.0,3193693.0,10297328.700000003,9541198.726
svg other personal care,2019-04-01,353663.0,303585.0,1912050.1600000001,1741087.9880000004
hair care,2019-04-01,10911013.0,10169376.0,32559838.799999997,30416238.58500001
ice cream,2019-04-01,26635830.0,25217913.0,71641362.89,67056523.24000003
savoury,2019-04-01,10941727.0,10388572.0,11553349.940000001,10832611.638
ic-other,2019-04-01,552.0,540.0,8619.1,8431.85
condiments,2019-04-01,7104044.0,6375353.0,25159617.950000003,22830344.757999998
q-tips,2019-04-01,2882710.0,2426531.0,6329850.38,5875883.29
personal wash,2019-04-01,9719270.0,9418191.0,42891618.21000001,40911726.886000015
deo,2019-04-01,9174722.0,8726078.0,29890796.540000003,28838357.031000003
other foods,2019-04-01,1296.0,864.0,3366.38,2236.98
tea,2019-04-01,2693684.0,2510646.0,8973492.850000001,8261497.111999998
home care,2019-04-01,1811136.0,1482623.0,8371830.900000001,6651187.081000001
personal wash,2019-04-08,6253263.0,6132240.0,29395582.629999995,27839355.859999992
svg other personal care,2019-04-08,293366.0,258231.0,1588504.0000000002,1462528.974
other foods,2019-04-08,4112.0,392.0,10815.96,1023.0600000000001
skin care,2019-04-08,2799973.0,2699892.0,9259689.98,8479778.568000004
q-tips,2019-04-08,1853499.0,1302028.0,3545786.8699999982,3006895.323
hair care,2019-04-08,7232193.0,7089168.0,23382062.85,22377191.961999997
condiments,2019-04-08,4646417.0,4338681.0,16418994.880000003,15462021.505
savoury,2019-04-08,9433383.0,8377286.0,9315785.400000002,8576469.752
ice cream,2019-04-08,16829312.0,15728417.0,43282429.31000001,40750430.298999935
deo,2019-04-08,6586560.0,6633302.0,23939165.97999999,22848559.295999996
tea,2019-04-08,2244911.0,2070121.0,7193498.660000001,6341290.958000001
home care,2019-04-08,1093674.0,968209.0,5041999.510000001,4630580.6280000005
ic-other,2019-04-08,708.0,486.0,11107.200000000003,7578.630000000001
other foods,2019-04-15,3264.0,784.0,8595.78,2038.27
condiments,2019-04-15,5258765.0,5063826.0,17298239.300000004,16685083.726000002
home care,2019-04-15,1193459.0,1004563.0,5494822.879999999,4854578.779999998
hair care,2019-04-15,8539227.0,8098488.0,25940709.11,24873910.883999996
ic-other,2019-04-15,690.0,630.0,10701.570000000002,9765.630000000001
tea,2019-04-15,2190027.0,2036634.0,6870433.3,6247043.2129999995
ice cream,2019-04-15,14807001.0,13974331.0,37503818.940000035,35396405.92500002
deo,2019-04-15,7365806.0,7086771.0,24848827.77,23979241.161000002
savoury,2019-04-15,10834159.0,10124631.0,10774507.860000003,9951664.939000001
skin care,2019-04-15,2749558.0,2566750.0,8702611.830000004,7925067.130000002
personal wash,2019-04-15,7072171.0,6732026.0,31209734.400000013,29838180.294
svg other personal care,2019-04-15,354483.0,307496.0,1765182.6799999997,1620369.427
q-tips,2019-04-15,1181146.0,1037270.0,2993550.38,2710567.596000001
savoury,2019-04-22,11680524.0,10919653.0,13209582.820000002,10898719.097000007
condiments,2019-04-22,6273295.0,5877993.0,20116931.560000002,19040790.779999994
ice cream,2019-04-22,19515734.0,17663252.0,46274397.63000001,42576082.03000001
q-tips,2019-04-22,1368651.0,1080253.0,3288904.120000001,2702143.214
personal wash,2019-04-22,7621412.0,7366967.0,32303321.91999999,31067513.271
ic-other,2019-04-22,384.0,384.0,5986.71,5986.71
skin care,2019-04-22,2907310.0,2687822.0,8801883.68,8080887.441000001
svg other personal care,2019-04-22,318452.0,284470.0,1825565.1199999999,1614634.589
deo,2019-04-22,7817970.0,7572926.0,26116074.71000001,25104016.411000006
hair care,2019-04-22,8943538.0,8236016.0,27938930.17,24623414.165999997
home care,2019-04-22,1256237.0,1068568.0,5371042.64,4751692.371999999
tea,2019-04-22,2498542.0,2290154.0,7775421.1899999995,6969389.885999998
other foods,2019-04-22,6536.0,2968.0,23704.75,7840.509999999998
tea,2019-04-29,2295376.0,2066471.0,7194243.74,6329575.850999998
ic-other,2019-04-29,360.0,378.0,5897.370000000001,5897.370000000001
q-tips,2019-04-29,1360720.0,1072371.0,3056747.9699999993,2610360.945
personal wash,2019-04-29,9172316.0,8485615.0,40527903.21000001,35778750.451000005
other foods,2019-04-29,5420.0,904.0,14320.37,2390.45
skin care,2019-04-29,2496239.0,2285547.0,7442000.809999999,6783760.351000002
condiments,2019-04-29,6898753.0,4941386.0,30310039.71,16505972.820999999
home care,2019-04-29,1159746.0,1005343.0,5243991.239999999,4712901.258999999
savoury,2019-04-29,9651356.0,8784427.0,10592973.809999997,9140674.183
deo,2019-04-29,8311049.0,7975168.0,27003379.809999995,25708400.14
ice cream,2019-04-29,17210776.0,15957447.0,42652590.89999999,40001769.32499996
svg other personal care,2019-04-29,306051.0,252916.0,1715474.0000000002,1494885.88
hair care,2019-04-29,8941778.0,8317778.0,27726887.74,25735548.727999996
ic-other,2019-05-06,666.0,666.0,10394.810000000001,10394.810000000001
other foods,2019-05-06,1300.0,56.0,3425.8,147.35
condiments,2019-05-06,5054721.0,4743189.0,16426913.72,15268032.302000001
q-tips,2019-05-06,1902790.0,1532978.0,3657867.380000001,3179317.772
svg other personal care,2019-05-06,327194.0,262291.0,2073781.7200000007,1744981.9830000007
deo,2019-05-06,8440404.0,8225042.0,28163381.24999999,27154090.866999995
tea,2019-05-06,2576553.0,2379286.0,7756759.520000002,7065173.562000001
personal wash,2019-05-06,7769335.0,7383192.0,32043464.86000001,30960527.781999998
ice cream,2019-05-06,18342920.0,17559611.0,43470687.17999996,41782512.61799996
savoury,2019-05-06,8633603.0,8101811.0,9031755.239999996,8764093.496999996
home care,2019-05-06,1267507.0,1073244.0,5435562.140000001,4771857.428000002
hair care,2019-05-06,9186578.0,8552315.0,29947239.68000001,26291597.483999997
skin care,2019-05-06,2793106.0,2421337.0,8206191.519999998,7346561.505999995
hair care,2019-05-13,9195438.0,8384297.0,28116002.650000006,25993828.314
svg other personal care,2019-05-13,346851.0,277771.0,2004440.7800000003,1730586.6290000002
tea,2019-05-13,2353412.0,2190178.0,7620298.490000001,7087251.980000002
home care,2019-05-13,1344195.0,1189663.0,5779582.5,5297553.318
ic-other,2019-05-13,600.0,600.0,9367.59,9367.59
other foods,2019-05-13,1832.0,200.0,4837.21,522.13
q-tips,2019-05-13,1476618.0,1275159.0,3283659.0999999996,3045913.2599999993
deo,2019-05-13,12153286.0,7879150.0,28608081.360000007,25710880.215
personal wash,2019-05-13,7433583.0,7168569.0,31030817.460000012,30004434.854000002
skin care,2019-05-13,2492319.0,2371821.0,7966468.929999996,7506847.44
savoury,2019-05-13,9525444.0,9237160.0,9708014.400000004,9325337.282000003
ice cream,2019-05-13,17812580.0,16564326.0,43885466.20999999,41235162.871
condiments,2019-05-13,7402615.0,7030401.0,24943684.55000001,24085558.214000005
home care,2019-05-20,1260978.0,1113104.0,5479019.939999999,4996958.788999998
tea,2019-05-20,2551047.0,2295624.0,8162332.039999999,7253763.392999998
deo,2019-05-20,8432887.0,7864942.0,29006994.590000004,27095851.93299999
savoury,2019-05-20,9755980.0,8862914.0,9816931.120000003,9329103.770000001
hair care,2019-05-20,9175642.0,8703633.0,28881694.38000001,26949280.614000008
skin care,2019-05-20,2606015.0,2480192.0,8149360.739999999,7772316.54
svg other personal care,2019-05-20,303752.0,256003.0,2070499.15,1817450.4659999995
ice cream,2019-05-20,20986486.0,19777130.0,55070094.430000015,52189044.57599999
q-tips,2019-05-20,1454556.0,1343015.0,3722825.97,3452262.250999999
personal wash,2019-05-20,8091679.0,7396655.0,33888801.56,32538697.036999997
other foods,2019-05-20,2732.0,32.0,7205.91,84.59
condiments,2019-05-20,8850167.0,7679501.0,33949540.760000005,26497232.40900001
ic-other,2019-05-20,804.0,804.0,12544.439999999999,12544.439999999999
condiments,2019-05-27,6909784.0,5840484.0,28997173.640000004,21298222.451999992
hair care,2019-05-27,8289992.0,8039271.0,24597339.74999999,23840462.017
skin care,2019-05-27,2492960.0,2417301.0,7670363.740000004,7416948.9870000025
personal wash,2019-05-27,8020874.0,7759177.0,32810480.35,31659017.315999996
q-tips,2019-05-27,1550020.0,1409164.0,4638319.739999998,4155122.1510000005
other foods,2019-05-27,168.0,160.0,436.70000000000005,415.71000000000004
deo,2019-05-27,7987529.0,7835346.0,26346948.750000004,25532398.111000013
home care,2019-05-27,1275768.0,1104781.0,5473899.220000001,4803299.152000001
svg other personal care,2019-05-27,264165.0,220968.0,1505366.62,1326131.942
ice cream,2019-05-27,23317506.0,22250997.0,59456090.03000002,56603505.10200003
tea,2019-05-27,2307778.0,2058133.0,7196547.660000003,6366561.62
ic-other,2019-05-27,510.0,474.0,7956.49,6178.210000000001
savoury,2019-05-27,9655994.0,9220779.0,10282450.78,9792228.961
home care,2019-06-03,1204191.0,1008821.0,5430085.069999999,4705088.816000001
personal wash,2019-06-03,9228099.0,8907309.0,34629785.91,33783753.833
hair care,2019-06-03,10226795.0,9927755.0,29504463.32,28599887.588000003
ice cream,2019-06-03,24109822.0,23004834.0,54615995.339999996,52258502.602
deo,2019-06-03,9670535.0,9453061.0,29913430.180000007,29092854.751000002
tea,2019-06-03,2393382.0,2085108.0,7727848.440000001,6707057.312000001
ic-other,2019-06-03,750.0,750.0,11699.689999999999,11699.689999999999
condiments,2019-06-03,5478047.0,5079724.0,17362603.980000004,16353661.125000004
q-tips,2019-06-03,1696081.0,1585121.0,4999642.679999999,4797746.586
savoury,2019-06-03,9806505.0,9278910.0,10856650.519999996,9726659.659999996
svg other personal care,2019-06-03,281826.0,222119.0,1758065.1199999999,1412976.483
other foods,2019-06-03,296.0,152.0,768.6600000000001,394.93
skin care,2019-06-03,2768630.0,2587467.0,7995476.700000003,7563636.406000001
svg other personal care,2019-06-10,284676.0,247533.0,1703549.4999999998,1447767.718
savoury,2019-06-10,10327572.0,9406854.0,10633871.690000001,9532780.17
deo,2019-06-10,9224632.0,8308422.0,30178405.099999998,26840185.440999992
skin care,2019-06-10,2860565.0,2556925.0,8488487.93,7588875.949
condiments,2019-06-10,6196404.0,5962589.0,22528683.37,21426906.104000006
personal wash,2019-06-10,8525221.0,8021564.0,34200487.910000004,32218902.908999998
hair care,2019-06-10,9660409.0,9158506.0,27382510.429999996,25958199.795999996
q-tips,2019-06-10,1567994.0,1456751.0,4865228.409999999,4580556.431999998
ic-other,2019-06-10,702.0,522.0,10937.23,8139.669999999999
tea,2019-06-10,2097920.0,1930981.0,6467551.08,5804623.616000001
ice cream,2019-06-10,17654649.0,16714571.0,44548332.01999998,42522746.726
home care,2019-06-10,965260.0,869018.0,4340006.57,4067570.0670000003
condiments,2019-06-17,8102146.0,6332733.0,35344383.77999999,21596530.251
hair care,2019-06-17,10550123.0,9525985.0,31673675.900000002,28604906.937000003
q-tips,2019-06-17,1497814.0,1336086.0,4009666.890000001,3327717.988000001
skin care,2019-06-17,2543037.0,2420247.0,7502336.639999998,7098383.987999998
home care,2019-06-17,1308157.0,1113268.0,5613913.780000001,5131423.799000001
savoury,2019-06-17,10608566.0,9766433.0,10989219.11,9997817.341999998
svg other personal care,2019-06-17,362013.0,304236.0,2799033.2800000003,1988312.962
personal wash,2019-06-17,8618097.0,8249442.0,37316785.36999999,35833108.674
ice cream,2019-06-17,21113066.0,20235466.0,53679113.07,51637036.14800001
tea,2019-06-17,2517784.0,2308648.0,7848254.240000001,7167129.807000003
ic-other,2019-06-17,642.0,612.0,10877.369999999999,9567.060000000001
deo,2019-06-17,8945380.0,8428250.0,29485246.53999999,27588159.849999994
other foods,2019-06-17,296.0,144.0,768.45,373.73
q-tips,2019-06-24,1465761.0,1332679.0,3745797.089999999,3469159.448
ice cream,2019-06-24,23106865.0,21778650.0,57992342.61000004,55526771.613
svg other personal care,2019-06-24,313061.0,226883.0,3104279.62,1225835.215
tea,2019-06-24,2195753.0,1996895.0,6925615.879999996,6278161.4619999975
personal wash,2019-06-24,8571734.0,8131368.0,38779143.62,37622282.570999995
hair care,2019-06-24,10825178.0,9980657.0,32156537.380000006,30361776.095000003
other foods,2019-06-24,204.0,-48.0,437.33000000000004,63.6
ic-other,2019-06-24,804.0,750.0,12070.69,11696.193
savoury,2019-06-24,10228894.0,9270110.0,11114778.639999991,9887528.282999998
home care,2019-06-24,1293912.0,1018524.0,6045822.090000001,4866517.147000001
condiments,2019-06-24,6807773.0,6245418.0,22991908.369999994,21752736.78
deo,2019-06-24,10206623.0,9348163.0,32542851.589999992,29674555.556000005
skin care,2019-06-24,2854550.0,2545063.0,8108258.119999999,7216559.947
svg other personal care,2019-07-01,399360.0,280495.0,2714196.559999999,1040436.8389999997
personal wash,2019-07-01,11854455.0,10595594.0,49129642.76,45443620.284000024
ice cream,2019-07-01,31186590.0,29097959.0,72613530.8,69450578.72900005
condiments,2019-07-01,7865263.0,7238551.0,25728028.080000002,24391329.432000004
hair care,2019-07-01,14041482.0,12673405.0,41786487.93000001,37932313.696
skin care,2019-07-01,3741597.0,3364309.0,11146032.59,9995764.570999997
home care,2019-07-01,1408819.0,1172894.0,5938876.629999999,5351370.648
ic-other,2019-07-01,948.0,924.0,14786.1,14411.724
q-tips,2019-07-01,1891884.0,1577052.0,4347615.620000001,3898705.15
tea,2019-07-01,3053287.0,2763780.0,9288541.270000003,8270377.357999997
deo,2019-07-01,13123578.0,12021183.0,40548025.36999999,38415395.48400001
savoury,2019-07-01,11955111.0,11366269.0,12402711.299999993,11651527.585999997
ice cream,2019-07-08,19113859.0,17430528.0,45897560.339999996,43205556.32400001
other foods,2019-07-08,144.0,0.0,374.54,0.0
savoury,2019-07-08,8164245.0,7721056.0,8644206.909999998,7952531.21
q-tips,2019-07-08,1301836.0,1019772.0,3331918.0300000003,2696381.7639999986
hair care,2019-07-08,6869902.0,6287820.0,23093398.159999996,21529427.389000002
svg other personal care,2019-07-08,322071.0,171631.0,2922486.6299999994,679817.7640000002
ic-other,2019-07-08,636.0,636.0,9848.05,9848.05
condiments,2019-07-08,4787473.0,4363382.0,15131075.159999998,13931753.020000003
tea,2019-07-08,1839959.0,1589157.0,5918625.3100000005,5101349.419000002
personal wash,2019-07-08,6034680.0,5564548.0,27641460.619999994,26357863.286999986
home care,2019-07-08,943407.0,818934.0,4124824.230000001,3699613.661000001
deo,2019-07-08,6723891.0,6533672.0,23152917.599999998,22466529.351000004
skin care,2019-07-08,2081592.0,1798650.0,6427652.120000001,5433394.590999998
other foods,2019-07-15,288.0,144.0,749.08,374.54
savoury,2019-07-15,9141492.0,8532169.0,9605254.1,8638066.233
hair care,2019-07-15,8294171.0,7675214.0,26416629.56,24420842.286000002
skin care,2019-07-15,2543385.0,2141789.0,8175279.000000004,6582036.3149999995
ic-other,2019-07-15,756.0,726.0,11791.419999999998,11323.451
personal wash,2019-07-15,7485894.0,7157184.0,32341982.090000004,31195979.710000005
tea,2019-07-15,2271201.0,1915401.0,7149127.790000001,5869812.023999999
svg other personal care,2019-07-15,358321.0,274022.0,3016291.3300000005,2126797.8140000002
ice cream,2019-07-15,15683768.0,14244403.0,38705733.58999999,36111011.28399999
deo,2019-07-15,8905993.0,8167895.0,29231466.090000004,26828584.131
condiments,2019-07-15,5593567.0,5260839.0,17719782.95,16457642.016999995
q-tips,2019-07-15,1319219.0,1163519.0,3162419.56,2890554.7380000004
home care,2019-07-15,1180536.0,964488.0,5249965.910000002,4394059.914999999
condiments,2019-07-22,5951553.0,4120801.0,15360226.81,13301255.399000002
ic-other,2019-07-22,636.0,576.0,9934.61,8998.170000000002
svg other personal care,2019-07-22,400125.0,349359.0,2334064.17,2051095.628
home care,2019-07-22,1721916.0,1346033.0,7071656.800000001,5955796.286999999
q-tips,2019-07-22,2653073.0,1939139.0,9114367.830000004,5171428.441000002
hair care,2019-07-22,9405398.0,8516086.0,27586742.820000004,25476964.02899999
personal wash,2019-07-22,8418014.0,7906013.0,35155880.35000001,33308123.832999986
savoury,2019-07-22,11273718.0,10260935.0,11302119.280000009,9977047.708999995
tea,2019-07-22,2430884.0,2223703.0,7861091.680000002,7040719.767000001
deo,2019-07-22,8638238.0,7840533.0,28460272.33000001,25693401.118000004
ice cream,2019-07-22,19314636.0,17928780.0,45504964.409999974,42621675.14899994
skin care,2019-07-22,2690023.0,2344686.0,8405683.810000002,7201335.433000006
ic-other,2019-07-29,828.0,690.0,12913.500000000002,10761.014
skin care,2019-07-29,2741753.0,2496499.0,8242711.739999999,7396279.150000002
q-tips,2019-07-29,2395966.0,1022316.0,6188861.740000002,2924893.88
tea,2019-07-29,2102889.0,1957608.0,6715635.71,6153751.598999999
savoury,2019-07-29,9836035.0,9689501.0,10342312.719999995,9973031.237999996
hair care,2019-07-29,9028526.0,8386074.0,26412296.430000015,24602398.246999986
home care,2019-07-29,1356850.0,1108167.0,6056262.520000001,5126844.500000002
personal wash,2019-07-29,7242793.0,6876903.0,30751905.350000005,28926470.213999998
other foods,2019-07-29,144.0,0.0,374.54,0.0
condiments,2019-07-29,4744902.0,4610912.0,16329493.950000001,15758670.546
deo,2019-07-29,16781836.0,8000491.0,56496572.25999998,25982721.214000013
svg other personal care,2019-07-29,273770.0,242218.0,2159396.26,1835007.9440000001
ice cream,2019-07-29,21629891.0,20609077.0,51951195.92000003,49802552.71100001
condiments,2019-08-05,4992196.0,4923729.0,16605230.76000001,16170165.314000005
oral care,2019-08-05,840.0,96.0,3381.02,338.31
deo,2019-08-05,8500629.0,7968831.0,27890020.079999994,25835794.87100001
ice cream,2019-08-05,22426280.0,21664541.0,54277349.39000001,52255689.65900005
svg other personal care,2019-08-05,326141.0,271700.0,2861316.2199999997,2209082.9120000005
skin care,2019-08-05,2505279.0,2329222.0,7683296.739999999,7058752.032
ic-other,2019-08-05,432.0,426.0,6731.3099999999995,6637.719999999999
tea,2019-08-05,2177517.0,2061767.0,6696963.519999999,6284372.696999997
personal wash,2019-08-05,8640826.0,8117861.0,34924061.06,33120119.999000005
savoury,2019-08-05,10356515.0,9940205.0,10726686.389999997,10268969.454999998
home care,2019-08-05,1315420.0,1007881.0,5968001.380000002,4721779.527000001
hair care,2019-08-05,9095141.0,8629213.0,26549123.950000007,24940023.551999997
q-tips,2019-08-05,2237724.0,1993904.0,6555196.119999999,5841853.362
other foods,2019-08-05,432.0,0.0,1123.62,0.0
q-tips,2019-08-12,1261859.0,1159616.0,3743578.149999999,3490968.0379999992
oral care,2019-08-12,2688.0,2952.0,13194.05,10399.58
home care,2019-08-12,1647616.0,1260309.0,7036304.779999999,5636798.033
deo,2019-08-12,11420903.0,10795812.0,39925131.93000001,37653462.263000004
hair care,2019-08-12,8431423.0,8010048.0,26224816.11000001,24762382.61299999
skin care,2019-08-12,3097265.0,2827396.0,8831438.33,8370763.6549999975
tea,2019-08-12,2125535.0,1977468.0,6532045.989999998,6006892.725999999
ic-other,2019-08-12,564.0,564.0,8791.7,8791.7
savoury,2019-08-12,10519189.0,9607268.0,10648432.030000003,9942710.218000004
personal wash,2019-08-12,9456887.0,8347791.0,37048307.720000006,34928402.337
ice cream,2019-08-12,17595891.0,17002710.0,43243924.20000002,41754831.89299998
condiments,2019-08-12,5113812.0,4944055.0,16967980.609999996,16394205.262
svg other personal care,2019-08-12,316406.0,277468.0,1834834.1300000001,1402891.2959999999
other foods,2019-08-12,144.0,0.0,374.54,0.0
deo,2019-08-19,9038965.0,9076634.0,30993304.720000014,30332150.95100001
ic-other,2019-08-19,366.0,366.0,5705.82,5705.82
savoury,2019-08-19,11310560.0,10370422.0,11364488.500000002,11021055.889999999
oral care,2019-08-19,32700.0,27978.0,117842.96,99689.689
hair care,2019-08-19,8839918.0,8509886.0,27606136.32000001,26333507.389000002
personal wash,2019-08-19,9275425.0,8701190.0,39396259.989999995,37018946.03899999
skin care,2019-08-19,2767540.0,2618084.0,8495128.129999999,7997472.805000002
q-tips,2019-08-19,1283219.0,1161001.0,3700366.2800000007,3456634.5810000002
tea,2019-08-19,2147099.0,2027745.0,6484078.979999999,6091289.242999999
condiments,2019-08-19,5505164.0,5386703.0,18995690.220000003,18473921.418
home care,2019-08-19,1528797.0,1124292.0,6721996.159999999,5218243.536
other foods,2019-08-19,288.0,0.0,749.09,0.0
svg other personal care,2019-08-19,282681.0,237948.0,1753095.6800000002,1320335.9320000003
ice cream,2019-08-19,18219446.0,17680174.0,45367717.209999986,43853026.20399999
ice cream,2019-08-26,18998169.0,18441399.0,50462826.670000024,49001576.60199999
condiments,2019-08-26,6774868.0,6702120.0,24145604.469999984,23326835.12899999
deo,2019-08-26,9415422.0,9055300.0,32221160.91,30753058.143000003
skin care,2019-08-26,2953204.0,2865714.0,9084555.749999996,8792625.391999999
tea,2019-08-26,2291564.0,2144007.0,7329510.259999999,6698772.108
savoury,2019-08-26,10571208.0,10300404.0,11348042.530000001,10932855.663
other foods,2019-08-26,288.0,0.0,749.08,0.0
ic-other,2019-08-26,426.0,426.0,6653.72,6653.72
svg other personal care,2019-08-26,281453.0,241063.0,1622655.7700000005,1343525.541
hair care,2019-08-26,8975033.0,8687664.0,27813300.959999997,26644996.57
home care,2019-08-26,1458970.0,1084153.0,6236367.189999999,5001758.776999997
q-tips,2019-08-26,1292981.0,1195354.0,3885886.019999999,3593954.3139999993
oral care,2019-08-26,33258.0,34440.0,145975.11,123651.11000000002
personal wash,2019-08-26,8397513.0,7948815.0,34838544.21000001,33181339.366999995
personal wash,2019-09-02,11022143.0,10149775.0,44090137.08,41461338.034
oral care,2019-09-02,54852.0,43392.0,195983.13,154023.29700000002
skin care,2019-09-02,2930080.0,2804267.0,8957931.269999998,8589968.824000001
deo,2019-09-02,11513676.0,10793023.0,39726986.59,37612962.83499999
tea,2019-09-02,2171215.0,2016070.0,7083733.6000000015,6550814.955999999
savoury,2019-09-02,13072354.0,11794620.0,12591543.360000005,12138006.265000004
ic-other,2019-09-02,816.0,804.0,12731.69,12544.5
hair care,2019-09-02,10871413.0,10382608.0,33635197.230000004,31901318.674000006
svg other personal care,2019-09-02,300485.0,277002.0,2068961.3899999994,1889168.5259999996
ice cream,2019-09-02,22068639.0,21622534.0,55678114.820000015,54183292.95500003
q-tips,2019-09-02,1744040.0,1406552.0,4803234.880000002,3924156.9780000015
other foods,2019-09-02,432.0,0.0,1123.62,0.0
condiments,2019-09-02,5243602.0,5141063.0,17608930.34,16770875.602999998
home care,2019-09-02,1763297.0,1487674.0,7436137.659999999,6422776.867999998
savoury,2019-09-09,11163015.0,9250004.0,9986314.56,9522040.570999999
oral care,2019-09-09,30300.0,30744.0,114170.90999999999,105028.59999999999
ice cream,2019-09-09,12715190.0,12493010.0,34269455.290000014,33357460.47100001
hair care,2019-09-09,7072164.0,6793732.0,23041990.910000008,21598577.712
home care,2019-09-09,1147509.0,907023.0,4737881.8100000005,3848869.215000001
svg other personal care,2019-09-09,226211.0,208563.0,1373796.7999999998,1220561.466
deo,2019-09-09,6802975.0,6612550.0,23454496.769999992,22841874.580000002
tea,2019-09-09,1703500.0,1569937.0,5415528.03,4988109.414000001
personal wash,2019-09-09,7256432.0,6864032.0,30596828.589999992,28623388.757999998
skin care,2019-09-09,2479860.0,2362650.0,7432423.1899999995,7005613.57
