category,date,original,dispatched,order$,ship$
hair care,2020-03-30,12010874.0,9003447.0,42679339.58,29529030.961
skin care,2020-03-30,3436585.0,2897635.0,11007365.869999994,8957889.686999995
q-tips,2020-03-30,1882185.0,1557691.0,6354777.299999999,4589525.685999999
tea,2020-03-30,3946257.0,3113308.0,12196833.399999999,9517052.982000003
home care,2020-03-30,8867976.0,1841276.0,38953272.56,10254576.085000003
personal wash,2020-03-30,16799065.0,10843993.0,86147964.77999999,48412768.84499999
oral care,2020-03-30,28614.0,7566.0,100899.59,25571.28
deo,2020-03-30,10732758.0,8228957.0,38741570.90000001,28901815.786999993
hair care,2020-04-06,16798028.012000002,9427646.011999998,52922028.44,30073976.87
oral care,2020-04-06,27174.0,9726.0,95136.89999999998,32246.530000000002
ice cream,2020-04-06,19449397.0,17872544.0,54832279.66000002,50779362.606
skin care,2020-04-06,3504583.0,2449113.0,11331165.810000002,7716809.132999997
q-tips,2020-04-06,4223439.0,1759986.0,10907509.280000001,4724551.084000001
savoury,2020-04-06,48225028.0,14263195.0,49758458.22999998,14691023.981999999
tea,2020-04-06,5442999.0,2986500.0,16854885.220000003,9218659.864000002
ic-other,2020-04-06,12.0,12.0,183.64,183.64
personal wash,2020-04-06,27649891.0,10288551.0,166998492.42999995,43323606.33200001
other foods,2020-04-06,9984.0,0.0,26457.6,0.0
svg other personal care,2020-04-06,1692277.0,484025.0,8703386.410000002,2949407.374000001
condiments,2020-04-06,12984890.0,6570426.0,49296177.149999976,23753839.41600001
home care,2020-04-06,7303785.0,1816685.0,32203218.29,9450592.289
deo,2020-04-06,12445855.015999999,7741886.016,44041327.45999999,26409238.527000006
savoury,2020-04-13,35078691.0,15122696.0,34987391.32,14905816.773999993
svg other personal care,2020-04-13,2116631.0,405118.0,11485721.08,2349807.1220000004
ice cream,2020-04-13,23500563.0,20998293.0,67739367.88999999,60047474.838
condiments,2020-04-13,12029734.0,6355271.0,48174993.489999995,23790532.700000007
ic-other,2020-04-13,138.0,138.0,2161.33,2161.33
skin care,2020-04-13,3920772.0,2596065.0,13257503.610000007,8087907.355999998
home care,2020-04-13,8737523.0,2034467.0,38710685.79000001,10182002.824
tea,2020-04-13,5683831.0,3282643.0,17264205.830000002,9696096.149999995
oral care,2020-04-13,10818.0,10158.0,36705.54,33943.06
hair care,2020-04-13,11180183.992,7294929.992,38377569.57000001,24549251.507
q-tips,2020-04-13,2479189.988,1392866.988,8672101.820000002,4621366.4690000005
deo,2020-04-13,9505353.0,6481830.0,35258517.88,24464568.484999996
personal wash,2020-04-13,18426526.0,9348342.0,90812804.39000002,43048146.60599998
personal wash,2020-04-20,14788995.0,9084388.0,72169954.85,43163432.15
skin care,2020-04-20,3605283.0,2856434.0,11429151.790000003,8626743.529999996
q-tips,2020-04-20,2083212.0,1607176.0,7551597.059999999,5560051.193000002
oral care,2020-04-20,156738.0,19254.0,560929.27,60213.880000000005
condiments,2020-04-20,11571788.0,6842801.0,39598588.339999996,25345380.10999999
ic-other,2020-04-20,6.0,6.0,93.64,93.64
savoury,2020-04-20,28707909.0,13260808.0,30784821.490000013,13859374.718999993
home care,2020-04-20,8233464.0,2451326.0,33725607.04,11568326.922000002
svg other personal care,2020-04-20,1711567.0,391306.0,8710950.739999998,2260701.4020000002
hair care,2020-04-20,11301232.0,8519092.0,36624094.480000004,27923235.346999995
deo,2020-04-20,10002439.0,7903304.0,35622532.97,28054335.831000004
ice cream,2020-04-20,21884724.0,20141209.0,63859196.49000005,58238844.91800003
tea,2020-04-20,5088626.0,3269182.0,15499882.319999998,9841643.562999997
